user_id,car_type,service_type,booking_day_of_week,booking_hour,lead_time_days,previous_missed_appointments,no_show,payment_method,first_time_user,discount_applied,distance_to_station_km,preferred_time_slot,device_used,referral_source,booking_channel,service_duration_minutes,rating_previous_service,wait_time_last_booking_min,account_age_days,cancellation_count
user_538,suv,engine_diagnostics,,8.0,19.0,5.0,0,card,,SUMMER20,25.47,evening,tablet,,mobile_app,93.0,5.0,14.0,593.0,4.0
user_539,sedan,oil_change,Friday,15.0,18.0,5.0,0,card,,SUMMER20,17.49,morning,,google,whatsapp,,3.8,37.0,824.0,5.0
user_540,suv,,Friday,19.0,22.0,3.0,1,card,,NEW10,26.48,afternoon,tablet,,,70.0,,12.0,672.0,1.0
user_541,sedan,oil_change,Friday,6.0,26.0,3.0,0,wallet,no,,21.84,afternoon,mobile,,web,85.0,,19.0,264.0,4.0
user_542,,oil_change,Sunday,16.0,25.0,0.0,1,cash,yes,,4.55,evening,mobile,google,web,114.0,1.2,60.0,,1.0
user_543,truck,brake_repair,Monday,14.0,,5.0,0,card,yes,LOYALTY15,10.41,afternoon,,google,,62.0,,18.0,207.0,
user_544,sedan,,Saturday,11.0,21.0,5.0,1,transfer,no,LOYALTY15,23.82,evening,desktop,twitter,whatsapp,107.0,4.6,25.0,629.0,4.0
user_545,sedan,engine_diagnostics,Thursday,14.0,25.0,1.0,1,card,0,NEW10,24.25,afternoon,desktop,google,whatsapp,85.0,4.3,5.0,,3.0
user_546,suv,brake_repair,Thursday,,18.0,,0,transfer,no,LOYALTY15,1.82,morning,mobile,,mobile_app,,2.7,57.0,762.0,
user_547,suv,brake_repair,Wednesday,11.0,19.0,2.0,1,wallet,no,SUMMER20,23.06,,,,,113.0,4.4,24.0,236.0,1.0
user_548,suv,oil_change,Sunday,8.0,15.0,5.0,0,card,0,NEW10,5.57,afternoon,desktop,friend,mobile_app,88.0,2.8,40.0,916.0,3.0
user_549,truck,engine_diagnostics,Tuesday,20.0,,0.0,1,wallet,yes,,10.15,evening,desktop,instagram,web,116.0,,60.0,132.0,1.0
user_550,truck,oil_change,Wednesday,11.0,13.0,5.0,1,transfer,1,LOYALTY15,15.53,afternoon,tablet,google,mobile_app,58.0,,45.0,2.0,3.0
user_551,sedan,oil_change,Monday,,27.0,4.0,1,cash,no,SUMMER20,0.54,afternoon,desktop,instagram,whatsapp,78.0,,42.0,769.0,3.0
user_552,suv,tire_rotation,Saturday,14.0,4.0,,1,wallet,0,LOYALTY15,6.71,evening,desktop,,web,113.0,3.0,24.0,178.0,0.0
user_553,sedan,brake_repair,Sunday,9.0,-22.0,,0,cash,0,NEW10,20.15,evening,mobile,instagram,web,58.0,,28.0,851.0,0.0
user_554,sedan,engine_diagnostics,Monday,9.0,21.0,0.0,1,,yes,NEW10,15.21,evening,tablet,friend,web,82.0,4.4,51.0,370.0,3.0
user_555,suv,engine_diagnostics,Sunday,14.0,20.0,1.0,0,wallet,,,7.05,morning,desktop,,mobile_app,68.0,2.2,,718.0,5.0
user_556,truck,oil_change,Friday,10.0,15.0,0.0,0,card,yes,LOYALTY15,6.56,morning,mobile,google,web,90.0,1.3,0.0,749.0,2.0
user_557,truck,oil_change,Monday,8.0,8.0,3.0,1,card,yes,,13.22,morning,mobile,friend,web,36.0,1.8,57.0,823.0,
user_558,sedan,tire_rotation,Friday,13.0,0.0,0.0,0,cash,,,5.54,afternoon,mobile,twitter,whatsapp,95.0,2.8,59.0,227.0,3.0
user_559,sedan,,Sunday,11.0,9.0,0.0,0,cash,no,SUMMER20,,evening,tablet,friend,whatsapp,,2.3,21.0,787.0,
user_560,sedan,engine_diagnostics,Wednesday,11.0,2.0,5.0,1,transfer,no,,8.2,evening,desktop,,mobile_app,103.0,4.4,33.0,784.0,3.0
user_561,sedan,oil_change,Sunday,12.0,29.0,2.0,0,cash,,SUMMER20,6.63,afternoon,desktop,twitter,whatsapp,93.0,4.8,38.0,131.0,3.0
user_562,,tire_rotation,Wednesday,9.0,12.0,2.0,1,transfer,yes,SUMMER20,17.69,morning,desktop,instagram,mobile_app,109.0,4.8,9.0,475.0,4.0
user_563,suv,,Monday,,3.0,0.0,1,wallet,yes,,13.98,afternoon,desktop,google,web,116.0,,59.0,989.0,0.0
user_564,suv,brake_repair,,20.0,1.0,1.0,1,cash,0,SUMMER20,23.08,afternoon,desktop,instagram,web,36.0,1.7,52.0,432.0,1.0
user_565,,oil_change,Thursday,16.0,,3.0,0,cash,1,NEW10,,evening,desktop,twitter,whatsapp,113.0,2.1,42.0,926.0,0.0
user_566,suv,,Friday,19.0,22.0,1.0,1,transfer,no,SUMMER20,27.09,morning,mobile,instagram,mobile_app,86.0,3.1,11.0,763.0,0.0
user_567,suv,brake_repair,Friday,12.0,30.0,5.0,1,wallet,1,,13.15,morning,tablet,instagram,web,61.0,3.6,48.0,,4.0
user_568,,tire_rotation,Wednesday,8.0,20.0,1.0,1,cash,yes,LOYALTY15,25.37,,desktop,twitter,mobile_app,72.0,2.5,9.0,280.0,5.0
user_569,sedan,oil_change,Friday,6.0,21.0,2.0,1,cash,,NEW10,2.72,evening,desktop,,whatsapp,54.0,3.2,59.0,413.0,4.0
user_570,sedan,,,invalid,14.0,3.0,1,transfer,1,SUMMER20,8.29,afternoon,tablet,google,whatsapp,49.0,2.2,37.0,787.0,4.0
user_571,suv,brake_repair,Saturday,12.0,15.0,3.0,0,cash,1,LOYALTY15,13.95,evening,tablet,,web,39.0,1.9,,976.0,0.0
user_572,sedan,tire_rotation,,10.0,12.0,4.0,1,,0,NEW10,24.54,morning,tablet,twitter,web,40.0,2.0,53.0,658.0,5.0
user_573,suv,,Sunday,11.0,,4.0,0,transfer,no,LOYALTY15,26.41,evening,tablet,instagram,web,40.0,4.7,36.0,454.0,
user_574,suv,tire_rotation,Friday,13.0,0.0,5.0,0,card,no,NEW10,7.05,evening,desktop,twitter,mobile_app,54.0,2.0,33.0,128.0,1.0
user_575,suv,tire_rotation,Saturday,18.0,20.0,5.0,0,transfer,no,NEW10,5.54,morning,tablet,,whatsapp,84.0,3.5,,167.0,5.0
user_576,truck,engine_diagnostics,,7.0,12.0,2.0,1,wallet,no,,28.54,evening,desktop,instagram,web,104.0,1.6,23.0,797.0,0.0
user_577,suv,oil_change,Monday,17.0,15.0,5.0,0,card,1,LOYALTY15,10.88,evening,desktop,google,web,60.0,3.8,48.0,322.0,1.0
user_578,suv,engine_diagnostics,Sunday,10.0,7.0,3.0,1,card,1,,25.58,morning,tablet,,web,65.0,3.7,51.0,75.0,5.0
user_579,truck,brake_repair,,8.0,8.0,2.0,0,wallet,yes,NEW10,25.5,morning,tablet,twitter,mobile_app,69.0,3.1,30.0,460.0,5.0
user_580,sedan,brake_repair,,19.0,22.0,4.0,1,transfer,yes,LOYALTY15,26.67,evening,desktop,twitter,web,57.0,2.7,22.0,132.0,1.0
user_581,truck,tire_rotation,Monday,15.0,12.0,1.0,1,card,0,,9.21,afternoon,tablet,,mobile_app,,1.5,23.0,25.0,3.0
user_582,suv,tire_rotation,Thursday,,30.0,5.0,1,cash,yes,LOYALTY15,19.84,morning,mobile,friend,mobile_app,88.0,4.1,44.0,667.0,0.0
user_583,sedan,oil_change,Sunday,20.0,15.0,4.0,1,cash,yes,,25.99,evening,desktop,,mobile_app,35.0,3.6,13.0,627.0,
user_584,sedan,brake_repair,Friday,,,0.0,1,card,1,,4.82,evening,mobile,friend,web,98.0,3.3,7.0,84.0,2.0
user_585,sedan,oil_change,,16.0,18.0,,0,card,yes,,28.24,morning,mobile,,whatsapp,109.0,,52.0,240.0,0.0
user_586,sedan,engine_diagnostics,Thursday,14.0,23.0,,0,transfer,0,NEW10,2.66,,tablet,friend,mobile_app,52.0,,53.0,678.0,5.0
user_587,truck,brake_repair,Monday,12.0,11.0,5.0,1,,no,NEW10,,morning,tablet,friend,mobile_app,,2.7,47.0,,3.0
user_588,suv,engine_diagnostics,Sunday,9.0,8.0,4.0,0,transfer,no,,24.29,evening,desktop,google,mobile_app,84.0,2.8,22.0,85.0,2.0
user_589,sedan,engine_diagnostics,Thursday,20.0,30.0,4.0,0,card,1,LOYALTY15,13.96,afternoon,mobile,twitter,whatsapp,90.0,2.6,56.0,519.0,0.0
user_590,sedan,oil_change,Sunday,6.0,14.0,0.0,0,transfer,1,NEW10,6.35,evening,mobile,twitter,,118.0,4.1,33.0,357.0,2.0
user_591,,tire_rotation,Sunday,13.0,28.0,1.0,0,card,yes,SUMMER20,17.67,morning,desktop,friend,mobile_app,55.0,1.5,46.0,857.0,
user_592,suv,engine_diagnostics,Sunday,11.0,27.0,5.0,0,wallet,yes,SUMMER20,18.37,evening,tablet,twitter,web,75.0,1.7,33.0,959.0,5.0
user_593,suv,brake_repair,Monday,11.0,21.0,1.0,1,wallet,0,LOYALTY15,9.5,afternoon,desktop,,mobile_app,40.0,3.8,1.0,389.0,3.0
user_594,suv,,Saturday,,25.0,3.0,1,wallet,1,LOYALTY15,25.11,evening,tablet,google,mobile_app,,4.6,9.0,275.0,5.0
user_595,suv,oil_change,Sunday,14.0,-5.0,4.0,1,wallet,no,LOYALTY15,27.08,evening,mobile,,web,97.0,4.9,22.0,170.0,2.0
user_596,suv,oil_change,,invalid,4.0,4.0,0,cash,1,,28.93,morning,tablet,,whatsapp,,4.9,21.0,167.0,3.0
user_597,truck,oil_change,Monday,,23.0,3.0,1,transfer,no,SUMMER20,,morning,tablet,google,web,88.0,,32.0,76.0,2.0
user_598,sedan,brake_repair,Thursday,invalid,-22.0,4.0,0,wallet,1,SUMMER20,21.43,evening,desktop,friend,whatsapp,57.0,,45.0,174.0,5.0
user_599,suv,,,18.0,20.0,2.0,0,cash,1,LOYALTY15,,morning,,google,whatsapp,101.0,4.6,34.0,426.0,1.0
user_600,sedan,oil_change,Thursday,14.0,10.0,3.0,0,wallet,0,LOYALTY15,12.67,afternoon,tablet,google,whatsapp,86.0,,32.0,885.0,1.0
user_601,,oil_change,Wednesday,7.0,8.0,5.0,1,transfer,no,,20.76,morning,tablet,,mobile_app,57.0,2.1,20.0,809.0,4.0
user_602,,,,6.0,5.0,0.0,0,card,,LOYALTY15,20.65,evening,mobile,friend,,83.0,2.5,30.0,354.0,4.0
user_603,,oil_change,Monday,15.0,12.0,0.0,0,cash,1,,17.2,evening,tablet,friend,,50.0,3.8,43.0,144.0,
user_604,suv,brake_repair,Saturday,17.0,9.0,5.0,1,cash,no,NEW10,24.91,,,google,whatsapp,66.0,4.3,33.0,978.0,5.0
user_605,truck,oil_change,Monday,10.0,,1.0,1,card,0,,14.26,afternoon,desktop,google,web,114.0,2.2,8.0,740.0,1.0
user_606,,tire_rotation,Wednesday,7.0,5.0,3.0,0,card,no,NEW10,,afternoon,desktop,,whatsapp,73.0,1.7,18.0,711.0,0.0
user_607,sedan,oil_change,Sunday,10.0,7.0,0.0,1,,,NEW10,26.98,afternoon,tablet,google,mobile_app,50.0,4.8,35.0,,4.0
user_608,sedan,tire_rotation,Sunday,14.0,25.0,1.0,1,transfer,no,NEW10,,afternoon,mobile,,whatsapp,58.0,4.2,31.0,960.0,1.0
user_609,,tire_rotation,Sunday,invalid,22.0,0.0,1,card,,,20.94,afternoon,tablet,friend,whatsapp,62.0,4.2,,387.0,1.0
user_610,suv,brake_repair,Thursday,,-23.0,1.0,1,wallet,1,LOYALTY15,16.24,afternoon,desktop,google,whatsapp,57.0,2.5,5.0,517.0,2.0
user_611,sedan,oil_change,Monday,13.0,6.0,2.0,1,cash,yes,,14.95,evening,tablet,twitter,whatsapp,53.0,,55.0,993.0,5.0
user_612,sedan,engine_diagnostics,Friday,20.0,13.0,0.0,0,transfer,1,,27.11,morning,mobile,,mobile_app,43.0,1.5,60.0,925.0,1.0
user_613,suv,brake_repair,Wednesday,14.0,10.0,4.0,0,card,no,NEW10,12.54,afternoon,tablet,friend,web,118.0,2.4,35.0,621.0,2.0
user_614,truck,engine_diagnostics,Sunday,20.0,8.0,,0,cash,yes,SUMMER20,8.21,afternoon,desktop,instagram,mobile_app,33.0,2.1,54.0,812.0,5.0
user_615,suv,tire_rotation,Thursday,12.0,15.0,,1,card,0,,13.87,morning,desktop,instagram,whatsapp,67.0,,26.0,887.0,2.0
user_616,suv,engine_diagnostics,Thursday,19.0,7.0,4.0,1,transfer,yes,NEW10,26.49,afternoon,,google,mobile_app,49.0,,31.0,600.0,3.0
user_617,,oil_change,,17.0,,4.0,1,,1,NEW10,19.24,evening,desktop,instagram,whatsapp,37.0,4.1,30.0,83.0,3.0
user_618,,,Monday,8.0,12.0,3.0,1,wallet,0,NEW10,9.61,evening,desktop,instagram,whatsapp,79.0,,18.0,973.0,4.0
user_619,suv,brake_repair,Tuesday,7.0,17.0,3.0,0,wallet,1,SUMMER20,15.73,afternoon,mobile,friend,whatsapp,62.0,,60.0,800.0,5.0
user_620,suv,brake_repair,Saturday,16.0,2.0,2.0,1,transfer,0,,8.68,afternoon,tablet,,web,33.0,2.3,,165.0,2.0
user_621,,,Monday,16.0,,5.0,1,,yes,NEW10,27.84,evening,mobile,instagram,web,102.0,2.9,10.0,90.0,0.0
user_622,suv,tire_rotation,,6.0,26.0,5.0,0,transfer,0,NEW10,3.54,evening,mobile,instagram,web,114.0,4.6,44.0,523.0,3.0
user_623,suv,oil_change,Thursday,10.0,,1.0,0,transfer,no,LOYALTY15,,evening,desktop,,mobile_app,56.0,,4.0,950.0,0.0
user_624,sedan,tire_rotation,,7.0,3.0,3.0,1,transfer,0,SUMMER20,14.81,evening,mobile,twitter,mobile_app,51.0,1.1,46.0,862.0,1.0
user_625,sedan,brake_repair,Thursday,19.0,4.0,2.0,1,,no,LOYALTY15,28.74,evening,desktop,instagram,web,108.0,2.4,54.0,133.0,0.0
user_626,suv,tire_rotation,Monday,14.0,12.0,1.0,0,transfer,no,,23.22,,mobile,twitter,mobile_app,104.0,,53.0,618.0,0.0
user_627,truck,brake_repair,Sunday,13.0,11.0,5.0,1,card,1,,11.99,,desktop,instagram,web,49.0,3.6,30.0,889.0,3.0
user_628,truck,engine_diagnostics,Tuesday,9.0,0.0,0.0,0,card,yes,SUMMER20,16.62,morning,desktop,,whatsapp,101.0,3.7,8.0,314.0,2.0
user_629,sedan,oil_change,Monday,20.0,2.0,3.0,1,cash,0,LOYALTY15,,afternoon,,instagram,web,81.0,2.0,32.0,676.0,1.0
user_630,sedan,engine_diagnostics,Monday,14.0,17.0,3.0,1,wallet,no,,,evening,desktop,google,web,85.0,5.0,9.0,435.0,0.0
user_631,truck,,Monday,17.0,14.0,4.0,1,cash,,,27.95,evening,desktop,google,,93.0,,7.0,129.0,4.0
user_632,sedan,oil_change,Friday,7.0,23.0,1.0,0,cash,no,SUMMER20,15.85,afternoon,mobile,friend,,95.0,1.9,50.0,482.0,2.0
user_633,suv,tire_rotation,Thursday,10.0,30.0,3.0,0,,,LOYALTY15,20.1,morning,desktop,instagram,whatsapp,39.0,2.6,,192.0,0.0
user_634,suv,,Thursday,18.0,1.0,,0,transfer,1,,12.19,morning,desktop,,whatsapp,80.0,3.2,29.0,481.0,0.0
user_635,,,Friday,7.0,7.0,0.0,0,card,1,NEW10,3.01,morning,mobile,friend,web,64.0,3.5,56.0,988.0,4.0
user_636,sedan,,Saturday,10.0,11.0,5.0,0,transfer,1,LOYALTY15,,,mobile,twitter,mobile_app,,3.0,59.0,697.0,1.0
user_637,truck,brake_repair,Thursday,20.0,1.0,3.0,1,cash,no,NEW10,20.18,morning,tablet,friend,mobile_app,68.0,,,441.0,
user_638,suv,engine_diagnostics,Sunday,15.0,21.0,2.0,1,transfer,no,NEW10,8.75,evening,desktop,,mobile_app,106.0,1.5,12.0,584.0,2.0
user_639,,oil_change,Friday,19.0,8.0,1.0,0,transfer,yes,,2.26,afternoon,,twitter,whatsapp,94.0,4.1,4.0,19.0,4.0
user_640,suv,oil_change,Sunday,18.0,12.0,1.0,0,wallet,no,LOYALTY15,3.11,evening,mobile,,whatsapp,101.0,3.1,55.0,861.0,
user_641,sedan,tire_rotation,Wednesday,12.0,1.0,5.0,1,card,,,18.76,evening,mobile,google,mobile_app,49.0,3.5,31.0,512.0,4.0
user_642,sedan,oil_change,Monday,20.0,14.0,5.0,0,cash,yes,,23.49,afternoon,tablet,google,mobile_app,,1.4,12.0,281.0,5.0
user_643,,engine_diagnostics,Wednesday,17.0,7.0,5.0,0,card,yes,,10.1,morning,tablet,twitter,whatsapp,47.0,5.0,37.0,940.0,1.0
user_644,sedan,brake_repair,Monday,18.0,-2.0,0.0,1,cash,1,SUMMER20,6.08,evening,desktop,,web,112.0,4.0,42.0,501.0,1.0
user_645,,brake_repair,Tuesday,18.0,7.0,0.0,0,wallet,,,7.02,evening,mobile,google,mobile_app,,1.2,15.0,913.0,5.0
user_646,suv,oil_change,Friday,7.0,26.0,4.0,0,card,yes,NEW10,9.04,morning,mobile,twitter,mobile_app,90.0,2.8,21.0,11.0,1.0
user_647,suv,oil_change,Friday,18.0,4.0,1.0,1,transfer,yes,SUMMER20,3.09,morning,desktop,google,whatsapp,63.0,1.8,27.0,183.0,0.0
user_648,suv,brake_repair,Sunday,7.0,26.0,2.0,1,card,0,SUMMER20,3.2,morning,tablet,twitter,web,90.0,4.9,59.0,835.0,
user_649,sedan,,Friday,18.0,25.0,0.0,1,,no,SUMMER20,27.91,afternoon,desktop,,mobile_app,92.0,,33.0,815.0,2.0
user_650,suv,brake_repair,Monday,18.0,12.0,3.0,1,transfer,yes,LOYALTY15,9.91,evening,tablet,friend,mobile_app,45.0,4.4,20.0,,0.0
user_651,suv,oil_change,Wednesday,17.0,21.0,4.0,1,card,1,SUMMER20,12.31,morning,mobile,,whatsapp,113.0,3.8,13.0,526.0,3.0
user_652,sedan,,Monday,invalid,0.0,,1,cash,0,NEW10,6.95,evening,desktop,friend,mobile_app,94.0,,27.0,887.0,4.0
user_653,truck,engine_diagnostics,Wednesday,19.0,16.0,5.0,0,wallet,no,NEW10,28.41,morning,desktop,instagram,web,101.0,4.6,48.0,918.0,0.0
user_654,truck,brake_repair,Wednesday,19.0,,0.0,0,cash,0,LOYALTY15,19.35,afternoon,,google,web,75.0,4.1,0.0,808.0,2.0
user_655,truck,engine_diagnostics,Thursday,13.0,23.0,4.0,1,transfer,1,NEW10,21.49,morning,mobile,twitter,web,103.0,3.6,35.0,660.0,4.0
user_656,,,Monday,15.0,24.0,0.0,1,transfer,yes,,21.18,morning,tablet,instagram,web,111.0,3.6,49.0,852.0,0.0
user_657,sedan,oil_change,,20.0,-7.0,0.0,1,card,0,SUMMER20,21.95,morning,desktop,google,mobile_app,48.0,2.3,30.0,350.0,3.0
user_658,sedan,,Tuesday,16.0,26.0,3.0,0,cash,yes,NEW10,22.22,afternoon,mobile,friend,whatsapp,34.0,2.7,38.0,39.0,2.0
user_659,suv,brake_repair,Wednesday,20.0,10.0,0.0,0,wallet,1,LOYALTY15,28.13,afternoon,desktop,friend,web,40.0,4.4,29.0,750.0,1.0
user_660,truck,tire_rotation,Saturday,19.0,19.0,0.0,1,wallet,no,,7.51,morning,tablet,google,web,65.0,3.8,47.0,436.0,
user_661,suv,oil_change,Saturday,19.0,28.0,,0,transfer,1,,29.99,afternoon,tablet,,mobile_app,109.0,,4.0,430.0,4.0
user_662,truck,oil_change,,17.0,27.0,3.0,0,,0,,12.82,afternoon,mobile,,web,37.0,4.1,18.0,8.0,
user_663,sedan,tire_rotation,Friday,14.0,5.0,,0,transfer,1,LOYALTY15,,evening,tablet,instagram,whatsapp,43.0,2.7,44.0,931.0,5.0
user_664,suv,,Monday,8.0,3.0,,0,card,no,,28.91,morning,desktop,twitter,mobile_app,36.0,,32.0,,4.0
user_665,truck,tire_rotation,Wednesday,11.0,,3.0,0,transfer,yes,SUMMER20,24.53,morning,mobile,twitter,whatsapp,95.0,,47.0,607.0,2.0
user_666,sedan,engine_diagnostics,Saturday,10.0,10.0,5.0,1,wallet,yes,NEW10,3.53,morning,tablet,twitter,whatsapp,105.0,,18.0,263.0,4.0
user_667,suv,oil_change,Saturday,14.0,20.0,2.0,1,card,0,SUMMER20,21.2,evening,desktop,friend,,,4.5,,145.0,1.0
user_668,suv,oil_change,Monday,6.0,10.0,0.0,0,cash,1,,15.6,morning,tablet,google,whatsapp,92.0,2.1,10.0,838.0,0.0
user_669,truck,oil_change,Tuesday,12.0,8.0,4.0,1,cash,no,LOYALTY15,28.79,evening,mobile,instagram,mobile_app,,1.8,12.0,738.0,2.0
user_670,truck,oil_change,,17.0,14.0,5.0,1,transfer,,,26.85,morning,tablet,twitter,web,66.0,1.0,47.0,203.0,4.0
user_671,truck,engine_diagnostics,Friday,16.0,,,1,card,no,LOYALTY15,13.08,morning,mobile,google,mobile_app,74.0,2.2,2.0,760.0,3.0
user_672,sedan,engine_diagnostics,Wednesday,18.0,13.0,3.0,1,wallet,0,,,evening,tablet,instagram,whatsapp,79.0,,57.0,239.0,3.0
user_673,suv,oil_change,Tuesday,18.0,9.0,3.0,0,wallet,0,LOYALTY15,18.61,evening,tablet,google,mobile_app,45.0,3.7,34.0,878.0,4.0
user_674,truck,brake_repair,Saturday,6.0,13.0,1.0,0,transfer,no,SUMMER20,22.17,,desktop,friend,whatsapp,,3.0,40.0,727.0,5.0
user_675,,oil_change,Thursday,19.0,26.0,3.0,1,wallet,0,LOYALTY15,15.34,morning,tablet,instagram,whatsapp,,3.0,17.0,292.0,4.0
user_676,,oil_change,Sunday,invalid,28.0,3.0,0,card,yes,,25.28,morning,,google,whatsapp,45.0,1.5,27.0,,5.0
user_677,truck,tire_rotation,Friday,invalid,,2.0,1,card,no,,9.69,evening,mobile,,web,93.0,,31.0,973.0,1.0
user_678,truck,brake_repair,Sunday,12.0,27.0,5.0,0,cash,,LOYALTY15,29.59,afternoon,mobile,,whatsapp,53.0,1.7,36.0,445.0,3.0
user_679,suv,tire_rotation,Friday,6.0,20.0,2.0,1,card,1,,24.15,morning,mobile,,mobile_app,105.0,,15.0,911.0,1.0
user_680,truck,oil_change,Monday,19.0,6.0,2.0,0,card,no,NEW10,7.5,morning,tablet,google,whatsapp,60.0,2.0,38.0,378.0,2.0
user_681,sedan,brake_repair,Monday,19.0,11.0,4.0,0,card,0,NEW10,10.56,morning,tablet,google,web,89.0,1.4,,327.0,3.0
user_682,sedan,tire_rotation,Tuesday,,26.0,3.0,0,card,no,LOYALTY15,16.53,afternoon,desktop,,mobile_app,68.0,2.8,21.0,708.0,2.0
user_683,sedan,engine_diagnostics,Friday,7.0,24.0,5.0,0,,0,,1.32,morning,mobile,instagram,mobile_app,50.0,,,515.0,
user_684,truck,oil_change,Tuesday,6.0,-30.0,,0,wallet,no,,15.36,afternoon,tablet,,mobile_app,,3.8,38.0,,2.0
user_685,suv,brake_repair,Sunday,16.0,,4.0,0,cash,yes,SUMMER20,29.74,morning,tablet,friend,whatsapp,35.0,3.9,4.0,300.0,3.0
user_686,suv,brake_repair,Wednesday,8.0,23.0,3.0,0,card,0,LOYALTY15,10.78,,desktop,google,mobile_app,118.0,1.9,6.0,514.0,5.0
user_687,suv,tire_rotation,,,5.0,0.0,0,wallet,yes,SUMMER20,14.84,afternoon,desktop,,,80.0,3.8,52.0,628.0,3.0
user_688,suv,oil_change,Thursday,19.0,7.0,4.0,1,card,yes,,20.89,evening,tablet,friend,mobile_app,101.0,4.6,30.0,465.0,2.0
user_689,sedan,oil_change,Friday,18.0,,5.0,0,cash,,SUMMER20,2.5,morning,desktop,google,mobile_app,73.0,2.5,16.0,11.0,1.0
user_690,truck,brake_repair,Sunday,9.0,8.0,4.0,1,transfer,yes,NEW10,21.21,evening,tablet,google,whatsapp,110.0,,0.0,865.0,0.0
user_691,sedan,brake_repair,Wednesday,8.0,28.0,0.0,1,transfer,1,NEW10,,afternoon,tablet,friend,mobile_app,117.0,1.7,59.0,141.0,2.0
user_692,sedan,brake_repair,Sunday,invalid,30.0,0.0,0,transfer,,,24.54,evening,tablet,twitter,web,114.0,,21.0,136.0,2.0
user_693,sedan,tire_rotation,Thursday,19.0,10.0,4.0,0,transfer,no,,,morning,tablet,,web,81.0,,,775.0,2.0
user_694,suv,brake_repair,Monday,11.0,2.0,2.0,0,wallet,1,,20.58,afternoon,tablet,google,web,59.0,4.0,19.0,704.0,
user_695,truck,tire_rotation,Saturday,12.0,2.0,5.0,0,transfer,,SUMMER20,3.93,morning,,instagram,,60.0,3.3,37.0,88.0,0.0
user_696,truck,engine_diagnostics,Wednesday,13.0,14.0,4.0,1,wallet,,,,morning,desktop,friend,whatsapp,74.0,3.5,38.0,983.0,4.0
user_697,sedan,oil_change,Monday,20.0,15.0,1.0,0,card,1,SUMMER20,15.71,evening,desktop,friend,web,65.0,3.7,,808.0,2.0
user_698,sedan,oil_change,Friday,11.0,1.0,2.0,0,,1,SUMMER20,7.1,afternoon,tablet,,whatsapp,39.0,3.8,50.0,598.0,4.0
user_699,truck,tire_rotation,Sunday,18.0,27.0,4.0,1,card,no,SUMMER20,13.34,afternoon,desktop,twitter,whatsapp,63.0,1.2,56.0,443.0,2.0
user_700,sedan,brake_repair,Sunday,8.0,11.0,5.0,1,cash,0,LOYALTY15,2.44,evening,desktop,google,whatsapp,115.0,2.2,43.0,189.0,4.0
user_701,sedan,oil_change,,11.0,,1.0,1,wallet,0,NEW10,21.55,afternoon,desktop,friend,whatsapp,112.0,2.3,20.0,411.0,2.0
user_702,truck,engine_diagnostics,Thursday,18.0,7.0,0.0,0,transfer,yes,,13.54,morning,tablet,instagram,web,109.0,1.6,,497.0,0.0
user_703,sedan,brake_repair,Thursday,14.0,9.0,5.0,1,,yes,,22.56,morning,desktop,instagram,whatsapp,53.0,2.2,12.0,927.0,4.0
user_704,suv,oil_change,Monday,7.0,30.0,2.0,0,wallet,no,SUMMER20,26.79,afternoon,desktop,instagram,mobile_app,45.0,,19.0,476.0,1.0
user_705,suv,oil_change,Friday,9.0,-28.0,0.0,1,cash,0,LOYALTY15,2.03,afternoon,desktop,instagram,mobile_app,90.0,2.0,22.0,172.0,4.0
user_706,,engine_diagnostics,Sunday,20.0,22.0,4.0,0,,1,,9.28,evening,desktop,google,whatsapp,105.0,4.0,21.0,303.0,
user_707,sedan,tire_rotation,Monday,18.0,,4.0,0,card,,LOYALTY15,25.9,morning,mobile,instagram,mobile_app,111.0,1.4,49.0,,1.0
user_708,truck,oil_change,Saturday,19.0,23.0,3.0,1,wallet,yes,,12.46,evening,mobile,twitter,mobile_app,81.0,2.2,,909.0,1.0
user_709,suv,tire_rotation,Wednesday,15.0,22.0,4.0,0,cash,0,NEW10,26.94,afternoon,mobile,,whatsapp,,2.3,36.0,498.0,4.0
user_710,suv,brake_repair,,7.0,13.0,4.0,0,cash,1,NEW10,29.07,evening,tablet,friend,whatsapp,30.0,3.6,33.0,384.0,
user_711,sedan,,Tuesday,11.0,9.0,3.0,0,transfer,no,NEW10,7.55,evening,desktop,friend,web,35.0,2.9,34.0,810.0,3.0
user_712,,brake_repair,Thursday,18.0,17.0,0.0,1,card,yes,SUMMER20,24.69,morning,desktop,friend,mobile_app,99.0,3.6,,422.0,4.0
user_713,truck,tire_rotation,Thursday,,20.0,5.0,1,transfer,0,LOYALTY15,,evening,tablet,google,mobile_app,81.0,,51.0,494.0,
user_714,truck,oil_change,Tuesday,,14.0,5.0,1,card,yes,SUMMER20,2.53,evening,desktop,instagram,whatsapp,,1.3,34.0,172.0,
user_715,sedan,brake_repair,Thursday,18.0,24.0,3.0,1,card,0,,28.2,morning,mobile,google,,85.0,3.9,29.0,459.0,3.0
user_716,,engine_diagnostics,Tuesday,13.0,4.0,2.0,1,cash,no,LOYALTY15,8.46,morning,tablet,google,web,76.0,,6.0,547.0,4.0
